   #Energy      xx              yy   
   5.256      0.1054E+02      0.9110E+01
   5.264      0.1044E+02      0.9053E+01
   5.272      0.1035E+02      0.8995E+01
   5.280      0.1026E+02      0.8936E+01
   5.288      0.1017E+02      0.8876E+01
   5.296      0.1008E+02      0.8816E+01
   5.304      0.9987E+01      0.8756E+01
   5.312      0.9897E+01      0.8695E+01
   5.320      0.9808E+01      0.8634E+01
   5.328      0.9720E+01      0.8573E+01
   5.335      0.9633E+01      0.8512E+01
   5.343      0.9546E+01      0.8452E+01
   5.351      0.9461E+01      0.8392E+01
   5.359      0.9377E+01      0.8332E+01
   5.367      0.9294E+01      0.8273E+01
   5.375      0.9211E+01      0.8215E+01
   5.383      0.9130E+01      0.8157E+01
   5.391      0.9050E+01      0.8101E+01
   5.399      0.8972E+01      0.8045E+01
   5.407      0.8894E+01      0.7990E+01
   5.415      0.8818E+01      0.7936E+01
   5.423      0.8743E+01      0.7883E+01
   5.430      0.8669E+01      0.7831E+01
   5.438      0.8597E+01      0.7781E+01
   5.446      0.8525E+01      0.7731E+01
   5.454      0.8455E+01      0.7683E+01
   5.462      0.8387E+01      0.7636E+01
   5.470      0.8320E+01      0.7590E+01
   5.478      0.8254E+01      0.7545E+01
   5.486      0.8189E+01      0.7502E+01
   5.494      0.8125E+01      0.7460E+01
   5.502      0.8063E+01      0.7419E+01
   5.509      0.8002E+01      0.7379E+01
   5.517      0.7943E+01      0.7340E+01
   5.525      0.7885E+01      0.7302E+01
   5.533      0.7827E+01      0.7265E+01
   5.541      0.7772E+01      0.7230E+01
   5.549      0.7717E+01      0.7195E+01
   5.557      0.7664E+01      0.7161E+01
   5.565      0.7611E+01      0.7128E+01
   5.573      0.7560E+01      0.7096E+01
   5.581      0.7511E+01      0.7065E+01
   5.588      0.7462E+01      0.7035E+01
   5.596      0.7414E+01      0.7005E+01
   5.604      0.7368E+01      0.6976E+01
   5.612      0.7322E+01      0.6948E+01
   5.620      0.7278E+01      0.6920E+01
   5.628      0.7235E+01      0.6893E+01
   5.636      0.7193E+01      0.6866E+01
   5.644      0.7151E+01      0.6840E+01
   5.652      0.7111E+01      0.6814E+01
   5.660      0.7072E+01      0.6789E+01
   5.668      0.7034E+01      0.6764E+01
   5.675      0.6996E+01      0.6740E+01
   5.683      0.6960E+01      0.6716E+01
   5.691      0.6924E+01      0.6692E+01
   5.699      0.6890E+01      0.6669E+01
   5.707      0.6856E+01      0.6646E+01
   5.715      0.6824E+01      0.6624E+01
   5.723      0.6792E+01      0.6601E+01
   5.731      0.6761E+01      0.6580E+01
   5.739      0.6731E+01      0.6558E+01
   5.747      0.6701E+01      0.6537E+01
   5.755      0.6673E+01      0.6517E+01
   5.762      0.6645E+01      0.6497E+01
   5.770      0.6618E+01      0.6477E+01
   5.778      0.6592E+01      0.6458E+01
   5.786      0.6566E+01      0.6440E+01
   5.794      0.6541E+01      0.6422E+01
   5.802      0.6517E+01      0.6404E+01
   5.810      0.6494E+01      0.6388E+01
   5.818      0.6472E+01      0.6372E+01
   5.826      0.6450E+01      0.6357E+01
   5.833      0.6429E+01      0.6342E+01
   5.841      0.6408E+01      0.6329E+01
   5.849      0.6388E+01      0.6316E+01
   5.857      0.6369E+01      0.6304E+01
   5.865      0.6350E+01      0.6293E+01
   5.873      0.6332E+01      0.6284E+01
   5.881      0.6314E+01      0.6275E+01
   5.889      0.6297E+01      0.6267E+01
   5.897      0.6281E+01      0.6259E+01
   5.905      0.6265E+01      0.6253E+01
   5.913      0.6249E+01      0.6248E+01
   5.920      0.6234E+01      0.6244E+01
   5.928      0.6219E+01      0.6241E+01
   5.936      0.6205E+01      0.6239E+01
   5.944      0.6191E+01      0.6237E+01
   5.952      0.6178E+01      0.6237E+01
   5.960      0.6164E+01      0.6237E+01
   5.968      0.6151E+01      0.6238E+01
   5.976      0.6138E+01      0.6240E+01
   5.984      0.6126E+01      0.6243E+01
   5.992      0.6114E+01      0.6246E+01
   6.000      0.6102E+01      0.6250E+01
   6.007      0.6090E+01      0.6254E+01
   6.015      0.6078E+01      0.6259E+01
   6.023      0.6066E+01      0.6264E+01
   6.031      0.6055E+01      0.6269E+01
   6.039      0.6043E+01      0.6275E+01
   6.047      0.6032E+01      0.6280E+01
   6.055      0.6020E+01      0.6286E+01
   6.063      0.6009E+01      0.6292E+01
   6.071      0.5998E+01      0.6297E+01
   6.079      0.5986E+01      0.6302E+01
   6.087      0.5974E+01      0.6307E+01
   6.094      0.5963E+01      0.6312E+01
   6.102      0.5951E+01      0.6316E+01
   6.110      0.5939E+01      0.6320E+01
   6.118      0.5927E+01      0.6323E+01
   6.126      0.5915E+01      0.6326E+01
   6.134      0.5903E+01      0.6327E+01
   6.142      0.5891E+01      0.6329E+01
   6.150      0.5878E+01      0.6329E+01
   6.158      0.5865E+01      0.6329E+01
   6.165      0.5852E+01      0.6328E+01
   6.173      0.5839E+01      0.6326E+01
   6.181      0.5825E+01      0.6323E+01
   6.189      0.5812E+01      0.6320E+01
   6.197      0.5798E+01      0.6316E+01
   6.205      0.5784E+01      0.6311E+01
   6.213      0.5770E+01      0.6305E+01
   6.221      0.5755E+01      0.6298E+01
   6.229      0.5740E+01      0.6291E+01
   6.237      0.5725E+01      0.6282E+01
   6.245      0.5710E+01      0.6273E+01
   6.253      0.5695E+01      0.6264E+01
   6.260      0.5679E+01      0.6253E+01
   6.268      0.5664E+01      0.6242E+01
   6.276      0.5647E+01      0.6231E+01
   6.284      0.5631E+01      0.6218E+01
   6.292      0.5615E+01      0.6206E+01
   6.300      0.5598E+01      0.6193E+01
   6.308      0.5581E+01      0.6179E+01
   6.316      0.5564E+01      0.6165E+01
   6.324      0.5547E+01      0.6150E+01
   6.332      0.5530E+01      0.6136E+01
   6.339      0.5512E+01      0.6121E+01
   6.347      0.5495E+01      0.6105E+01
   6.355      0.5477E+01      0.6090E+01
   6.363      0.5459E+01      0.6074E+01
   6.371      0.5441E+01      0.6058E+01
   6.379      0.5424E+01      0.6043E+01
   6.387      0.5405E+01      0.6027E+01
   6.395      0.5387E+01      0.6011E+01
   6.403      0.5369E+01      0.5995E+01
   6.411      0.5351E+01      0.5979E+01
   6.418      0.5332E+01      0.5964E+01
   6.426      0.5314E+01      0.5948E+01
   6.434      0.5296E+01      0.5932E+01
   6.442      0.5278E+01      0.5917E+01
   6.450      0.5259E+01      0.5902E+01
   6.458      0.5241E+01      0.5887E+01
   6.466      0.5223E+01      0.5872E+01
   6.474      0.5205E+01      0.5858E+01
   6.482      0.5187E+01      0.5844E+01
   6.490      0.5168E+01      0.5830E+01
   6.497      0.5151E+01      0.5816E+01
   6.505      0.5133E+01      0.5803E+01
   6.513      0.5115E+01      0.5790E+01
   6.521      0.5097E+01      0.5777E+01
   6.529      0.5080E+01      0.5765E+01
   6.537      0.5062E+01      0.5753E+01
   6.545      0.5045E+01      0.5741E+01
   6.553      0.5028E+01      0.5730E+01
   6.561      0.5011E+01      0.5719E+01
   6.569      0.4993E+01      0.5708E+01
   6.577      0.4977E+01      0.5698E+01
   6.585      0.4960E+01      0.5689E+01
   6.592      0.4943E+01      0.5679E+01
   6.600      0.4927E+01      0.5670E+01
   6.608      0.4911E+01      0.5662E+01
   6.616      0.4894E+01      0.5654E+01
   6.624      0.4878E+01      0.5646E+01
   6.632      0.4862E+01      0.5638E+01
   6.640      0.4847E+01      0.5631E+01
   6.648      0.4831E+01      0.5625E+01
   6.656      0.4816E+01      0.5618E+01
   6.663      0.4800E+01      0.5613E+01
   6.671      0.4785E+01      0.5607E+01
   6.679      0.4770E+01      0.5602E+01
   6.687      0.4755E+01      0.5598E+01
   6.695      0.4740E+01      0.5593E+01
   6.703      0.4726E+01      0.5590E+01
   6.711      0.4711E+01      0.5586E+01
   6.719      0.4697E+01      0.5584E+01
   6.727      0.4683E+01      0.5581E+01
   6.735      0.4669E+01      0.5579E+01
   6.742      0.4655E+01      0.5577E+01
   6.750      0.4642E+01      0.5576E+01
   6.758      0.4628E+01      0.5575E+01
   6.766      0.4615E+01      0.5574E+01
   6.774      0.4602E+01      0.5574E+01
   6.782      0.4589E+01      0.5574E+01
   6.790      0.4576E+01      0.5575E+01
   6.798      0.4564E+01      0.5576E+01
   6.806      0.4551E+01      0.5577E+01
   6.814      0.4539E+01      0.5578E+01
   6.822      0.4527E+01      0.5581E+01
   6.830      0.4515E+01      0.5583E+01
   6.837      0.4503E+01      0.5585E+01
   6.845      0.4492E+01      0.5589E+01
   6.853      0.4480E+01      0.5592E+01
   6.861      0.4469E+01      0.5595E+01
   6.869      0.4458E+01      0.5600E+01
   6.877      0.4447E+01      0.5604E+01
   6.885      0.4436E+01      0.5608E+01
   6.893      0.4425E+01      0.5613E+01
   6.901      0.4414E+01      0.5618E+01
   6.909      0.4404E+01      0.5623E+01
   6.916      0.4393E+01      0.5629E+01
   6.924      0.4382E+01      0.5634E+01
   6.932      0.4372E+01      0.5640E+01
   6.940      0.4361E+01      0.5646E+01
   6.948      0.4351E+01      0.5652E+01
   6.956      0.4340E+01      0.5658E+01
   6.964      0.4330E+01      0.5665E+01
   6.972      0.4319E+01      0.5671E+01
   6.980      0.4308E+01      0.5678E+01
   6.988      0.4297E+01      0.5685E+01
   6.995      0.4286E+01      0.5692E+01
   7.003      0.4275E+01      0.5699E+01
   7.011      0.4263E+01      0.5705E+01
   7.019      0.4252E+01      0.5712E+01
   7.027      0.4240E+01      0.5720E+01
   7.035      0.4229E+01      0.5727E+01
   7.043      0.4217E+01      0.5734E+01
   7.051      0.4204E+01      0.5741E+01
   7.059      0.4192E+01      0.5748E+01
   7.067      0.4179E+01      0.5756E+01
   7.074      0.4167E+01      0.5763E+01
   7.082      0.4154E+01      0.5770E+01
   7.090      0.4140E+01      0.5778E+01
   7.098      0.4127E+01      0.5785E+01
   7.106      0.4114E+01      0.5793E+01
   7.114      0.4100E+01      0.5800E+01
   7.122      0.4086E+01      0.5807E+01
   7.130      0.4072E+01      0.5815E+01
   7.138      0.4058E+01      0.5822E+01
   7.146      0.4043E+01      0.5830E+01
   7.154      0.4029E+01      0.5838E+01
   7.162      0.4014E+01      0.5845E+01
   7.169      0.4000E+01      0.5853E+01
   7.177      0.3985E+01      0.5860E+01
   7.185      0.3970E+01      0.5867E+01
   7.193      0.3956E+01      0.5875E+01
   7.201      0.3941E+01      0.5882E+01
   7.209      0.3927E+01      0.5889E+01
   7.217      0.3912E+01      0.5896E+01
   7.225      0.3898E+01      0.5903E+01
   7.233      0.3883E+01      0.5911E+01
   7.240      0.3869E+01      0.5917E+01
   7.248      0.3855E+01      0.5924E+01
   7.256      0.3841E+01      0.5930E+01
   7.264      0.3828E+01      0.5936E+01
   7.272      0.3815E+01      0.5942E+01
   7.280      0.3801E+01      0.5947E+01
   7.288      0.3789E+01      0.5952E+01
   7.296      0.3777E+01      0.5957E+01
   7.304      0.3764E+01      0.5961E+01
   7.312      0.3753E+01      0.5965E+01
   7.320      0.3741E+01      0.5968E+01
   7.327      0.3730E+01      0.5970E+01
   7.335      0.3720E+01      0.5972E+01
   7.343      0.3710E+01      0.5974E+01
   7.351      0.3700E+01      0.5975E+01
   7.359      0.3691E+01      0.5975E+01
   7.367      0.3683E+01      0.5974E+01
   7.375      0.3674E+01      0.5973E+01
   7.383      0.3667E+01      0.5970E+01
   7.391      0.3659E+01      0.5967E+01
   7.399      0.3653E+01      0.5963E+01
   7.407      0.3646E+01      0.5959E+01
   7.414      0.3640E+01      0.5953E+01
   7.422      0.3635E+01      0.5947E+01
   7.430      0.3631E+01      0.5939E+01
   7.438      0.3626E+01      0.5931E+01
   7.446      0.3622E+01      0.5922E+01
   7.454      0.3619E+01      0.5913E+01
   7.462      0.3616E+01      0.5902E+01
   7.470      0.3613E+01      0.5890E+01
   7.478      0.3611E+01      0.5878E+01
   7.486      0.3609E+01      0.5865E+01
   7.494      0.3607E+01      0.5850E+01
   7.501      0.3606E+01      0.5836E+01
   7.509      0.3605E+01      0.5820E+01
   7.517      0.3604E+01      0.5804E+01
   7.525      0.3603E+01      0.5787E+01
   7.533      0.3603E+01      0.5769E+01
   7.541      0.3603E+01      0.5751E+01
   7.549      0.3603E+01      0.5733E+01
   7.557      0.3603E+01      0.5713E+01
   7.565      0.3602E+01      0.5694E+01
   7.572      0.3603E+01      0.5674E+01
   7.580      0.3603E+01      0.5653E+01
   7.588      0.3603E+01      0.5632E+01
   7.596      0.3602E+01      0.5611E+01
   7.604      0.3602E+01      0.5590E+01
   7.612      0.3601E+01      0.5569E+01
   7.620      0.3601E+01      0.5548E+01
   7.628      0.3600E+01      0.5526E+01
   7.636      0.3599E+01      0.5505E+01
   7.644      0.3598E+01      0.5483E+01
   7.652      0.3596E+01      0.5462E+01
   7.660      0.3595E+01      0.5441E+01
   7.667      0.3593E+01      0.5420E+01
   7.675      0.3590E+01      0.5399E+01
   7.683      0.3587E+01      0.5379E+01
   7.691      0.3584E+01      0.5359E+01
   7.699      0.3581E+01      0.5339E+01
   7.707      0.3577E+01      0.5320E+01
   7.715      0.3573E+01      0.5301E+01
   7.723      0.3569E+01      0.5282E+01
   7.731      0.3564E+01      0.5264E+01
   7.739      0.3559E+01      0.5247E+01
   7.746      0.3554E+01      0.5230E+01
   7.754      0.3548E+01      0.5213E+01
   7.762      0.3542E+01      0.5198E+01
   7.770      0.3536E+01      0.5182E+01
   7.778      0.3530E+01      0.5168E+01
   7.786      0.3523E+01      0.5154E+01
   7.794      0.3516E+01      0.5140E+01
   7.802      0.3509E+01      0.5127E+01
   7.810      0.3502E+01      0.5115E+01
   7.818      0.3495E+01      0.5103E+01
   7.825      0.3487E+01      0.5092E+01
   7.833      0.3479E+01      0.5081E+01
   7.841      0.3471E+01      0.5071E+01
   7.849      0.3464E+01      0.5061E+01
   7.857      0.3456E+01      0.5051E+01
   7.865      0.3447E+01      0.5042E+01
   7.873      0.3439E+01      0.5034E+01
   7.881      0.3431E+01      0.5026E+01
   7.889      0.3423E+01      0.5017E+01
   7.897      0.3415E+01      0.5010E+01
   7.904      0.3406E+01      0.5002E+01
   7.912      0.3398E+01      0.4995E+01
   7.920      0.3390E+01      0.4988E+01
   7.928      0.3381E+01      0.4981E+01
   7.936      0.3373E+01      0.4974E+01
   7.944      0.3365E+01      0.4967E+01
   7.952      0.3357E+01      0.4960E+01
   7.960      0.3348E+01      0.4953E+01
   7.968      0.3340E+01      0.4946E+01
   7.976      0.3332E+01      0.4939E+01
   7.984      0.3324E+01      0.4931E+01
   7.992      0.3315E+01      0.4924E+01
   7.999      0.3308E+01      0.4916E+01
   8.007      0.3299E+01      0.4908E+01
   8.015      0.3291E+01      0.4899E+01
   8.023      0.3283E+01      0.4890E+01
   8.031      0.3275E+01      0.4881E+01
   8.039      0.3267E+01      0.4872E+01
   8.047      0.3259E+01      0.4862E+01
   8.055      0.3250E+01      0.4852E+01
   8.063      0.3242E+01      0.4841E+01
   8.070      0.3234E+01      0.4830E+01
   8.078      0.3225E+01      0.4819E+01
   8.086      0.3217E+01      0.4807E+01
   8.094      0.3208E+01      0.4795E+01
   8.102      0.3200E+01      0.4783E+01
   8.110      0.3191E+01      0.4770E+01
   8.118      0.3182E+01      0.4757E+01
   8.126      0.3174E+01      0.4744E+01
   8.134      0.3165E+01      0.4730E+01
   8.142      0.3156E+01      0.4715E+01
   8.150      0.3147E+01      0.4701E+01
   8.158      0.3137E+01      0.4687E+01
   8.165      0.3128E+01      0.4672E+01
   8.173      0.3119E+01      0.4656E+01
   8.181      0.3109E+01      0.4641E+01
   8.189      0.3099E+01      0.4625E+01
   8.197      0.3090E+01      0.4610E+01
   8.205      0.3080E+01      0.4594E+01
   8.213      0.3069E+01      0.4578E+01
   8.221      0.3059E+01      0.4561E+01
   8.229      0.3049E+01      0.4545E+01
   8.236      0.3038E+01      0.4529E+01
   8.244      0.3028E+01      0.4512E+01
   8.252      0.3017E+01      0.4496E+01
   8.260      0.3006E+01      0.4479E+01
   8.268      0.2996E+01      0.4463E+01
   8.276      0.2984E+01      0.4446E+01
   8.284      0.2973E+01      0.4430E+01
   8.292      0.2962E+01      0.4413E+01
   8.300      0.2951E+01      0.4397E+01
   8.308      0.2939E+01      0.4381E+01
   8.316      0.2928E+01      0.4364E+01
   8.323      0.2916E+01      0.4348E+01
   8.331      0.2905E+01      0.4332E+01
   8.339      0.2893E+01      0.4316E+01
   8.347      0.2881E+01      0.4300E+01
   8.355      0.2869E+01      0.4284E+01
   8.363      0.2858E+01      0.4268E+01
   8.371      0.2846E+01      0.4253E+01
   8.379      0.2833E+01      0.4237E+01
   8.387      0.2822E+01      0.4221E+01
   8.395      0.2810E+01      0.4206E+01
   8.402      0.2798E+01      0.4191E+01
   8.410      0.2786E+01      0.4176E+01
   8.418      0.2774E+01      0.4161E+01
   8.426      0.2762E+01      0.4146E+01
   8.434      0.2750E+01      0.4131E+01
   8.442      0.2738E+01      0.4116E+01
   8.450      0.2726E+01      0.4102E+01
   8.458      0.2714E+01      0.4087E+01
   8.466      0.2702E+01      0.4073E+01
   8.474      0.2690E+01      0.4059E+01
   8.482      0.2678E+01      0.4044E+01
   8.489      0.2667E+01      0.4030E+01
   8.497      0.2655E+01      0.4016E+01
   8.505      0.2643E+01      0.4003E+01
   8.513      0.2632E+01      0.3989E+01
   8.521      0.2620E+01      0.3975E+01
   8.529      0.2608E+01      0.3962E+01
   8.537      0.2597E+01      0.3948E+01
   8.545      0.2585E+01      0.3935E+01
   8.553      0.2574E+01      0.3922E+01
   8.561      0.2563E+01      0.3909E+01
   8.569      0.2552E+01      0.3896E+01
   8.576      0.2541E+01      0.3883E+01
   8.584      0.2530E+01      0.3871E+01
   8.592      0.2519E+01      0.3858E+01
   8.600      0.2508E+01      0.3845E+01
   8.608      0.2498E+01      0.3833E+01
   8.616      0.2487E+01      0.3821E+01
   8.624      0.2477E+01      0.3808E+01
   8.632      0.2466E+01      0.3796E+01
   8.640      0.2456E+01      0.3784E+01
   8.648      0.2446E+01      0.3772E+01
   8.655      0.2437E+01      0.3760E+01
   8.663      0.2427E+01      0.3748E+01
   8.671      0.2417E+01      0.3737E+01
